strategy,symbol,initial_cash,final_value,total_return,sharpe_ratio,max_drawdown,max_drawdown_period,annual_return,total_trades,winning_trades,losing_trades,win_rate,avg_win,avg_loss,profit_factor,symbols
MomentumStrategy,AAPL,100000.0,100110.29537645364,0.0011029537645363598,-42.016568484680796,0.04941084444667091,373,0.011995157245496955,65,21,43,32.30769230769231,10.226546061469438,-3.00796707693625,1.3346075466031173,
MomentumStrategy,MSFT,100000.0,100088.35756678089,0.0008835756678089092,-27.33731116959355,0.09155201934937537,686,0.009610252655140828,91,25,65,27.472527472527474,15.046524335207435,-4.417009413701733,0.989527738773036,
MomentumStrategy,GOOGL,100000.0,100047.05732015248,0.00047057320152482136,-48.884248429725105,0.08559554577957652,836,0.005119153226373886,78,24,53,30.76923076923077,6.683104855681783,-2.5571603931996973,0.322922281776349,
MeanReversionStrategy,AAPL,100000.0,100089.99353044495,0.0008999353044494637,-92.35756020090905,0.029985872589301105,316,0.009788117717212639,11,11,0,100.0,8.181230040445584,0.0,8.181230040445584,
MeanReversionStrategy,MSFT,100000.0,100060.98403927308,0.0006098403927308391,-32.70808021279717,0.09712468287401592,600,0.0066337665678504664,4,3,1,75.0,29.456369811123825,-27.385070160310082,15.24600981826535,
MeanReversionStrategy,GOOGL,100000.0,100036.37644785937,0.00036376447859365725,-64.67162679248175,0.06408434338322071,730,0.003957417671097372,7,6,1,85.71428571428571,9.915650240402703,-23.117453583047336,5.196635408481269,
PairsTradingStrategy,,100000.0,99983.10437553863,-0.00016895624461365515,-68.21745935276584,0.04915174882600704,1269,-0.0018385224284432433,89,45,44,50.56179775280899,,,,AAPL-MSFT
